price_day_person,location,capacity,bedroom_num,beds_num
24€ pers./noche (aprox),Quirós,"2 - 
  34 personas",16 dormitorios,27 camas
14€ pers./noche (aprox),Cabrales,"2 - 
  19 personas",8 dormitorios,14 camas
44€ pers./noche (aprox),Llanes,"2 - 
  45 personas",15 dormitorios,30 camas
20€ pers./noche (aprox),Villaviciosa,"2 - 
  10 personas",5 dormitorios,10 camas
39€ pers./noche (aprox),Arriondas,"2 - 
  8 personas",28 dormitorios,9 camas
26€ pers./noche (aprox),Luarca,"2 - 
  12 personas",8 dormitorios,9 camas
20€ pers./noche (aprox),Bueño,"2 - 
  9 personas",4 dormitorios,6 camas
26€ pers./noche (aprox),Arriondas,5 personas,3 dormitorios,4 camas
35€ pers./noche (aprox),Cabrales,"1 - 
  10 personas",3 dormitorios,6 camas
21€ pers./noche (aprox),Piloña,"6 - 
  12 personas",6 dormitorios,11 camas
11€ pers./noche (aprox),Piloña,6 personas,3 dormitorios,5 camas
19€ pers./noche (aprox),Cangas de Onís,"10 - 
  12 personas",5 dormitorios,12 camas
44€ pers./noche (aprox),Berodia,"1 - 
  2 personas",1 dormitorio,1 cama
33€ pers./noche (aprox),Cudillero,"2 - 
  12 personas",3 dormitorios,8 camas
22€ pers./noche (aprox),Cudillero,"1 - 
  8 personas",4 dormitorios,6 camas
22€ pers./noche (aprox),Llanes,"6 - 
  6 personas",3 dormitorios,4 camas
36€ pers./noche (aprox),Llanes,"2 - 
  20 personas",14 camas,36€ pers./noche (aprox)
22€ pers./noche (aprox),Parres,"8 - 
  8 personas",5 dormitorios,6 camas
38€ pers./noche (aprox),Ribadesella,"2 - 
  6 personas",1 dormitorio,6 camas
16€ pers./noche (aprox),Cangas de Onís,"2 - 
  16 personas",7 dormitorios,12 camas
26€ pers./noche (aprox),Villaviciosa,"2 - 
  10 personas",4 dormitorios,8 camas
19€ pers./noche (aprox),Piloña,"1 - 
  25 personas",13 dormitorios,17 camas
20€ pers./noche (aprox),Arriondas,"4 - 
  5 personas",3 dormitorios,4 camas
19€ pers./noche (aprox),Sobrescobio,"1 - 
  6 personas",3 dormitorios,4 camas
20€ pers./noche (aprox),Llanes,"1 - 
  8 personas",4 dormitorios,5 camas
43€ pers./noche (aprox),Valdés,"2 - 
  36 personas",11 dormitorios,18 camas
35€ pers./noche (aprox),Cangas del Narcea,"2 - 
  12 personas",6 dormitorios,8 camas
30€ pers./noche (aprox),Soto del Barco,"2 - 
  10 personas",9 dormitorios,6 camas
22€ pers./noche (aprox),Villaviciosa,"2 - 
  28 personas",8 dormitorios,16 camas
41€ pers./noche (aprox),Gijón,"2 - 
  2 personas",2 dormitorios,2 camas
16€ pers./noche (aprox),Cabrales,"2 - 
  7 personas",3 dormitorios,5 camas
37€ pers./noche (aprox),Cangas de Onís,"2 - 
  9 personas",12 dormitorios,8 camas
16€ pers./noche (aprox),Cangas de Onís,7 personas,3 dormitorios,5 camas
17€ pers./noche (aprox),Infiesto,"4 - 
  14 personas",7 dormitorios,11 camas
16€ pers./noche (aprox),Siero,"4 - 
  18 personas",9 dormitorios,18 camas
13€ pers./noche (aprox),Cabrales,"8 - 
  10 personas",5 dormitorios,9 camas
30€ pers./noche (aprox),Cangas de Onís,"6 - 
  10 personas",5 dormitorios,6 camas
16€ pers./noche (aprox),Ribadesella,"2 - 
  9 personas",4 dormitorios,6 camas
20€ pers./noche (aprox),Vegadeo,"2 - 
  7 personas",3 dormitorios,5 camas
18€ pers./noche (aprox),Arriondas,"4 - 
  5 personas",2 dormitorios,3 camas
22€ pers./noche (aprox),Bañugues,36 personas,3 dormitorios,24 camas
35€ pers./noche (aprox),Gozón,"1 - 
  2 personas",1 dormitorio,1 cama
18€ pers./noche (aprox),Piloña,"2 - 
  9 personas",5 dormitorios,5 camas
25€ pers./noche (aprox),Piloña,8 personas,3 dormitorios,8 camas
29€ pers./noche (aprox),Gamonedo de Onís,"2 - 
  29 personas",8 dormitorios,28 camas
17€ pers./noche (aprox),Cabrales,5 personas,2 dormitorios,4 camas
17€ pers./noche (aprox),Somado,"1 - 
  13 personas",6 dormitorios,7 camas
30€ pers./noche (aprox),Llanes,"2 - 
  45 personas",5 dormitorios,37 camas
37€ pers./noche (aprox),Oviedo,"2 - 
  13 personas",18 dormitorios,8 camas
34€ pers./noche (aprox),Ribadesella,15 personas,11 dormitorios,12 camas
20€ pers./noche (aprox),Ribadesella,4 personas,2 dormitorios,3 camas
29€ pers./noche (aprox),Villaviciosa,"2 - 
  11 personas",6 dormitorios,11 camas
42€ pers./noche (aprox),Ribadesella,"2 - 
  25 personas",4 dormitorios,20 camas
18€ pers./noche (aprox),Pravia,8 personas,5 dormitorios,7 camas
32€ pers./noche (aprox),Villaviciosa,Íntegro o habitaciones,"2 - 
  33 personas",9 dormitorios
17€ pers./noche (aprox),Ribadesella,"2 - 
  24 personas",15 dormitorios,15 camas
23€ pers./noche (aprox),Llanes,4 personas,2 dormitorios,2 camas
15€ pers./noche (aprox),Noriega,"2 - 
  4 personas",2 dormitorios,3 camas
35€ pers./noche (aprox),Cudillero,"4 - 
  13 personas",6 dormitorios,9 camas
22€ pers./noche (aprox),Oviedo,"6 - 
  6 personas",3 dormitorios,4 camas
20€ pers./noche (aprox),Ribadesella,6 personas,3 dormitorios,4 camas
26€ pers./noche (aprox),Taramundi,19 personas,9 dormitorios,16 camas
21€ pers./noche (aprox),Tapia de Casariego,"4 - 
  22 personas",28 camas,21€ pers./noche (aprox)
29€ pers./noche (aprox),Teverga,"1 - 
  2 personas",7 dormitorios,3 camas
21€ pers./noche (aprox),Cangas de Onís,"2 - 
  45 personas",15 dormitorios,31 camas
20€ pers./noche (aprox),Cangas de Onís,"2 - 
  12 personas",12 camas,20€ pers./noche (aprox)
24€ pers./noche (aprox),Cangas de Onís,"2 - 
  15 personas",6 dormitorios,10 camas
15€ pers./noche (aprox),Cangas de Onís,"6 - 
  9 personas",6 dormitorios,8 camas
18€ pers./noche (aprox),Peñamellera Alta,"10 - 
  18 personas",7 dormitorios,17 camas
18€ pers./noche (aprox),Tapia de Casariego,"2 - 
  16 personas",12 dormitorios,11 camas
30€ pers./noche (aprox),Oviedo,"2 - 
  12 personas",5 dormitorios,10 camas
31€ pers./noche (aprox),Sames,"1 - 
  11 personas",3 dormitorios,9 camas
22€ pers./noche (aprox),Valdés,"2 - 
  16 personas",6 dormitorios,14 camas
20€ pers./noche (aprox),Avín,6 personas,3 dormitorios,4 camas
25€ pers./noche (aprox),Cangas de Onís,"6 - 
  8 personas",6 dormitorios,8 camas
23€ pers./noche (aprox),Valdés,4 personas,2 dormitorios,2 camas
28€ pers./noche (aprox),Cangas de Onís,"2 - 
  12 personas",27 dormitorios,11 camas
24€ pers./noche (aprox),Cangas del Narcea,"4 - 
  17 personas",4 dormitorios,12 camas
24€ pers./noche (aprox),Ribadesella,"1 - 
  5 personas",6 dormitorios,4 camas
18€ pers./noche (aprox),Parres,"1 - 
  3 personas",2 dormitorios,3 camas
25€ pers./noche (aprox),Llanes,"1 - 
  4 personas",2 dormitorios,2 camas
16€ pers./noche (aprox),Cangas de Onís,4 personas,2 dormitorios,3 camas
38€ pers./noche (aprox),Ribadesella,"2 - 
  15 personas",7 dormitorios,12 camas
26€ pers./noche (aprox),Cangas de Onís,"4 - 
  5 personas",2 dormitorios,4 camas
17€ pers./noche (aprox),Piloña,"1 - 
  12 personas",3 dormitorios,8 camas
23€ pers./noche (aprox),Teverga,"2 - 
  6 personas",3 dormitorios,4 camas
18€ pers./noche (aprox),Llanes,"1 - 
  6 personas",6 dormitorios,5 camas
43€ pers./noche (aprox),Proaza,"1 - 
  8 personas",4 dormitorios,5 camas
25€ pers./noche (aprox),Llanes,"4 - 
  4 personas",2 dormitorios,4 camas
18€ pers./noche (aprox),Villaviciosa,14 personas,7 dormitorios,13 camas
27€ pers./noche (aprox),Llano de Con,8 personas,4 dormitorios,8 camas
21€ pers./noche (aprox),Cangas de Onís,"2 - 
  26 personas",8 dormitorios,19 camas
26€ pers./noche (aprox),Coaña,"2 - 
  81 personas",14 dormitorios,64 camas
15€ pers./noche (aprox),Piloña,"1 - 
  6 personas",3 dormitorios,5 camas
28€ pers./noche (aprox),Veigas,"2 - 
  11 personas",3 dormitorios,9 camas
14€ pers./noche (aprox),Cabrales,4 personas,3 camas,14€ pers./noche (aprox)
33€ pers./noche (aprox),Cudillero,Íntegro o habitaciones,"2 - 
  16 personas",5 dormitorios
20€ pers./noche (aprox),Llanes,"6 - 
  10 personas",4 dormitorios,8 camas
25€ pers./noche (aprox),Peñamellera Alta,"2 - 
  8 personas",3 dormitorios,6 camas
27€ pers./noche (aprox),Piloña,"1 - 
  6 personas",3 dormitorios,4 camas
26€ pers./noche (aprox),Peñamellera Baja,"2 - 
  31 personas",12 dormitorios,19 camas
11€ pers./noche (aprox),Cangas de Onís,7 personas,4 dormitorios,5 camas
22€ pers./noche (aprox),Cabrales,"4 - 
  6 personas",2 dormitorios,5 camas
24€ pers./noche (aprox),Cangas de Onís,"3 - 
  19 personas",8 dormitorios,15 camas
20€ pers./noche (aprox),Cangas de Onís,8 personas,3 dormitorios,6 camas
22€ pers./noche (aprox),Langreo,"2 - 
  12 personas",6 dormitorios,12 camas
15€ pers./noche (aprox),Infiesto,24 personas,18 camas,15€ pers./noche (aprox)
30€ pers./noche (aprox),Piloña,"8 - 
  18 personas",16 dormitorios,16 camas
29€ pers./noche (aprox),Llanes,"2 - 
  15 personas",5 dormitorios,10 camas
29€ pers./noche (aprox),Santa Eulalia de Oscos,"2 - 
  14 personas",10 dormitorios,10 camas
20€ pers./noche (aprox),Llanes,6 personas,3 dormitorios,4 camas
16€ pers./noche (aprox),Santa Eulalia de Oscos,"2 - 
  12 personas",8 camas,16€ pers./noche (aprox)
46€ pers./noche (aprox),Piloña,"1 - 
  2 personas",1 dormitorio,1 cama
10€ pers./noche (aprox),Arangas,6 personas,2 dormitorios,5 camas
21€ pers./noche (aprox),Onís,"2 - 
  8 personas",3 dormitorios,6 camas
15€ pers./noche (aprox),Llanes,"2 - 
  27 personas",6 dormitorios,18 camas
21€ pers./noche (aprox),Ribadesella,"4 - 
  16 personas",2 dormitorios,12 camas
20€ pers./noche (aprox),Grandas de Salime,"1 - 
  3 personas",1 dormitorio,4 camas
19€ pers./noche (aprox),Nava,"4 - 
  5 personas",2 dormitorios,3 camas
31€ pers./noche (aprox),Llanes,8 personas,4 dormitorios,7 camas
25€ pers./noche (aprox),Infiesto,14 personas,6 dormitorios,13 camas
19€ pers./noche (aprox),Cangas de Onís,"5 - 
  7 personas",6 dormitorios,5 camas
31€ pers./noche (aprox),Llanes,8 personas,3 dormitorios,3 camas
24€ pers./noche (aprox),Colunga,"2 - 
  10 personas",9 camas,24€ pers./noche (aprox)
26€ pers./noche (aprox),Quirós,"2 - 
  10 personas",7 camas,26€ pers./noche (aprox)
19€ pers./noche (aprox),Cabrales,12 personas,6 dormitorios,8 camas
20€ pers./noche (aprox),Parres,9 personas,4 dormitorios,7 camas
31€ pers./noche (aprox),Villaviciosa,"2 - 
  20 personas",10 dormitorios,16 camas
16€ pers./noche (aprox),Salas,"1 - 
  6 personas",3 dormitorios,5 camas
18€ pers./noche (aprox),Castropol,"3 - 
  22 personas",11 dormitorios,16 camas
15€ pers./noche (aprox),Nava,6 personas,3 dormitorios,4 camas
22€ pers./noche (aprox),El Franco,"3 - 
  28 personas",9 dormitorios,24 camas
21€ pers./noche (aprox),Grado,"2 - 
  8 personas",3 dormitorios,6 camas
23€ pers./noche (aprox),Mieres,"1 - 
  4 personas",2 dormitorios,4 camas
16€ pers./noche (aprox),Llanes,"6 - 
  16 personas",7 dormitorios,15 camas
23€ pers./noche (aprox),Piloña,6 personas,3 dormitorios,5 camas
36€ pers./noche (aprox),Ribadesella,6 personas,3 dormitorios,4 camas
27€ pers./noche (aprox),Cangas de Onís,"3 - 
  24 personas",8 dormitorios,24 camas
16€ pers./noche (aprox),Llonín,"5 - 
  30 personas",12 dormitorios,24 camas
19€ pers./noche (aprox),Colunga,9 personas,4 dormitorios,8 camas
25€ pers./noche (aprox),Carreño,"2 - 
  10 personas",7 dormitorios,7 camas
23€ pers./noche (aprox),Colunga,"4 - 
  11 personas",7 dormitorios,10 camas
26€ pers./noche (aprox),Bustio,11 personas,6 dormitorios,8 camas
15€ pers./noche (aprox),Villayón,"8 - 
  23 personas",10 dormitorios,19 camas
16€ pers./noche (aprox),Cangas de Onís,"2 - 
  21 personas",9 dormitorios,15 camas
24€ pers./noche (aprox),Ribadesella,"4 - 
  22 personas",11 dormitorios,19 camas
25€ pers./noche (aprox),Parres,"2 - 
  11 personas",5 dormitorios,8 camas
16€ pers./noche (aprox),Llanes,"6 - 
  7 personas",4 dormitorios,6 camas
22€ pers./noche (aprox),Llanes,"2 - 
  10 personas",4 dormitorios,6 camas
30€ pers./noche (aprox),Parres,7 personas,3 dormitorios,6 camas
23€ pers./noche (aprox),Ribadesella,9 personas,4 dormitorios,7 camas
31€ pers./noche (aprox),Oviedo,"2 - 
  51 personas",23 dormitorios,32 camas
14€ pers./noche (aprox),Arriondas,6 personas,3 dormitorios,5 camas
22€ pers./noche (aprox),Gozón,"1 - 
  14 personas",1 dormitorio,7 camas
41€ pers./noche (aprox),Llanes,"2 - 
  48 personas",16 dormitorios,32 camas
23€ pers./noche (aprox),Villaviciosa,Íntegro o habitaciones,"2 - 
  19 personas",9 dormitorios
31€ pers./noche (aprox),Siero,16 personas,7 dormitorios,15 camas
24€ pers./noche (aprox),Cangas del Narcea,6 personas,2 dormitorios,5 camas
22€ pers./noche (aprox),El Franco,"4 - 
  13 personas",6 dormitorios,10 camas
13€ pers./noche (aprox),Valdés,"1 - 
  9 personas",5 dormitorios,8 camas
17€ pers./noche (aprox),Cudillero,"1 - 
  4 personas",2 dormitorios,3 camas
19€ pers./noche (aprox),Pesoz,5 personas,3 dormitorios,4 camas
14€ pers./noche (aprox),Llanes,6 personas,3 dormitorios,5 camas
25€ pers./noche (aprox),Nava,12 personas,3 dormitorios,10 camas
21€ pers./noche (aprox),Pola de Lena,"2 - 
  29 personas",4 dormitorios,16 camas
18€ pers./noche (aprox),Amieva,"1 - 
  4 personas",2 dormitorios,3 camas
37€ pers./noche (aprox),Ribadesella,2 personas,1 dormitorio,2 camas
23€ pers./noche (aprox),Santa Eulalia de Oscos,"2 - 
  23 personas",15 dormitorios,16 camas
19€ pers./noche (aprox),Castropol,"1 - 
  21 personas",15 dormitorios,15 camas
27€ pers./noche (aprox),Boal,"1 - 
  12 personas",5 dormitorios,10 camas
16€ pers./noche (aprox),Cudillero,"2 - 
  6 personas",3 dormitorios,4 camas
25€ pers./noche (aprox),Villaviciosa,17 personas,7 dormitorios,14 camas
16€ pers./noche (aprox),Cudillero,"1 - 
  17 personas",3 dormitorios,14 camas
50€ pers./noche (aprox),Infiesto,"1 - 
  4 personas",13 dormitorios,2 camas
20€ pers./noche (aprox),Bueres,"2 - 
  17 personas",6 dormitorios,14 camas
25€ pers./noche (aprox),Llanes,"6 - 
  7 personas",3 dormitorios,6 camas
25€ pers./noche (aprox),Vegadeo,"1 - 
  10 personas",4 dormitorios,6 camas
20€ pers./noche (aprox),Llanes,"2 - 
  24 personas",13 dormitorios,20 camas
20€ pers./noche (aprox),Llanes,6 personas,3 dormitorios,4 camas
15€ pers./noche (aprox),Ponga,"1 - 
  4 personas",2 dormitorios,2 camas
24€ pers./noche (aprox),Belmonte de Miranda,"6 - 
  12 personas",4 dormitorios,9 camas
17€ pers./noche (aprox),Cabrales,12 personas,6 dormitorios,11 camas
21€ pers./noche (aprox),Llanes,10 personas,5 dormitorios,8 camas
19€ pers./noche (aprox),Ribadesella,"8 - 
  18 personas",11 dormitorios,11 camas
25€ pers./noche (aprox),Panes,"2 - 
  8 personas",4 dormitorios,7 camas
21€ pers./noche (aprox),Parres,8 personas,4 dormitorios,7 camas
16€ pers./noche (aprox),Teverga,8 personas,4 dormitorios,7 camas
19€ pers./noche (aprox),Illano,"1 - 
  5 personas",2 dormitorios,4 camas
21€ pers./noche (aprox),Castrillón,"2 - 
  16 personas",2 dormitorios,10 camas
25€ pers./noche (aprox),Noriega,"10 - 
  12 personas",5 dormitorios,8 camas
20€ pers./noche (aprox),Merodio,"2 - 
  8 personas",5 camas,20€ pers./noche (aprox)
26€ pers./noche (aprox),Llanes,"1 - 
  4 personas",2 dormitorios,3 camas
22€ pers./noche (aprox),Cabrales,"2 - 
  10 personas",2 dormitorios,7 camas
24€ pers./noche (aprox),Peñamellera Alta,5 personas,3 dormitorios,3 camas
21€ pers./noche (aprox),Cabrales,"1 - 
  5 personas",2 dormitorios,3 camas
26€ pers./noche (aprox),Teverga,"2 - 
  16 personas",8 dormitorios,13 camas
20€ pers./noche (aprox),Piloña,Íntegro o habitaciones,"2 - 
  8 personas",4 dormitorios
19€ pers./noche (aprox),Colunga,"18 - 
  22 personas",10 dormitorios,16 camas
30€ pers./noche (aprox),Coaña,"2 - 
  19 personas",11 dormitorios,14 camas
20€ pers./noche (aprox),Buelles,"2 - 
  6 personas",4 dormitorios,4 camas
37€ pers./noche (aprox),Siero,"1 - 
  9 personas",4 dormitorios,9 camas
21€ pers./noche (aprox),Ribadesella,"4 - 
  5 personas",3 dormitorios,8 camas
15€ pers./noche (aprox),Ribadesella,"6 - 
  7 personas",4 dormitorios,6 camas
21€ pers./noche (aprox),Ribadesella,"4 - 
  4 personas",2 dormitorios,3 camas
22€ pers./noche (aprox),Cangas del Narcea,"2 - 
  9 personas",7 camas,22€ pers./noche (aprox)
19€ pers./noche (aprox),Infiesto,"2 - 
  10 personas",5 dormitorios,8 camas
20€ pers./noche (aprox),Nava,5 personas,3 dormitorios,4 camas
23€ pers./noche (aprox),Siero,4 personas,2 dormitorios,3 camas
25€ pers./noche (aprox),Cangas de Onís,"1 - 
  18 personas",9 dormitorios,12 camas
25€ pers./noche (aprox),Cabrales,"1 - 
  5 personas",3 dormitorios,4 camas
25€ pers./noche (aprox),Colunga,"2 - 
  12 personas",6 dormitorios,11 camas
18€ pers./noche (aprox),Llanes,6 personas,4 dormitorios,5 camas
18€ pers./noche (aprox),Piloña,"1 - 
  4 personas",2 dormitorios,4 camas
24€ pers./noche (aprox),Colombres,"2 - 
  19 personas",6 dormitorios,16 camas
16€ pers./noche (aprox),Arriondas,"1 - 
  28 personas",1 dormitorio,26 camas
20€ pers./noche (aprox),Aller,6 personas,3 dormitorios,7 camas
19€ pers./noche (aprox),El Franco,10 personas,6 dormitorios,8 camas
15€ pers./noche (aprox),Llanes,"2 - 
  7 personas",4 dormitorios,4 camas
22€ pers./noche (aprox),Villaviciosa,"1 - 
  19 personas",50 dormitorios,15 camas
17€ pers./noche (aprox),Boal,4 personas,2 dormitorios,6 camas
18€ pers./noche (aprox),Candamo,"1 - 
  12 personas",5 dormitorios,10 camas
17€ pers./noche (aprox),Llanes,"1 - 
  4 personas",4 dormitorios,3 camas
18€ pers./noche (aprox),Cangas de Onís,"1 - 
  4 personas",2 dormitorios,3 camas
35€ pers./noche (aprox),Colombres,"2 - 
  16 personas",8 dormitorios,8 camas
34€ pers./noche (aprox),Villaviciosa,27 personas,27 dormitorios,21 camas
16€ pers./noche (aprox),Cudillero,"1 - 
  18 personas",8 dormitorios,14 camas
11€ pers./noche (aprox),Labra,6 personas,3 dormitorios,3 camas
25€ pers./noche (aprox),Villaviciosa,"6 - 
  7 personas",3 dormitorios,6 camas
14€ pers./noche (aprox),Nava,"4 - 
  16 personas",7 dormitorios,11 camas
37€ pers./noche (aprox),Pravia,"2 - 
  3 personas",10 dormitorios,2 camas
18€ pers./noche (aprox),Peñamellera Alta,"4 - 
  11 personas",4 dormitorios,9 camas
15€ pers./noche (aprox),Castropol,"2 - 
  13 personas",5 dormitorios,8 camas
15€ pers./noche (aprox),Llanes,21 personas,6 dormitorios,17 camas
15€ pers./noche (aprox),Cabranes,6 personas,3 dormitorios,5 camas
35€ pers./noche (aprox),Cabrales,2 personas,1 dormitorio,1 cama
